cv_text,quiz_q1,quiz_q2,quiz_q3,quiz_q4,quiz_q5,personality_label,job_role_label
"Project manager with expertise in stakeholder management, Scrum, and Agile.",3,2,2,4,4,Extraverted,Project Manager
Expert in ethical hacking with hands-on experience in risk assessment and network security.,4,1,4,4,3,Introverted,Cybersecurity Analyst
Expert in network security with hands-on experience in ethical hacking and risk assessment.,3,4,3,3,1,Introverted,Cybersecurity Analyst
"Manager experienced in stakeholder management, with background in Agile and Scrum.",2,4,3,2,4,Creative,Project Manager
"Project manager with expertise in Agile, Scrum, and stakeholder management.",3,3,3,3,3,Introverted,Project Manager
"Professional in SEO, experienced in digital campaigns and branding.",1,2,1,3,1,Introverted,Marketing Manager
"Data analyst proficient in SQL, data visualization, and machine learning.",2,4,2,2,4,Creative,Data Analyst
"Graphic designer experienced in Adobe Photoshop, Illustrator, and UX/UI design.",3,2,3,1,4,Openness,Graphic Designer
"Cybersecurity analyst skilled in ethical hacking, network security, and risk assessment.",1,3,2,3,4,Extraverted,Cybersecurity Analyst
"Project manager with expertise in Agile, stakeholder management, and Scrum.",2,2,4,3,1,Introverted,Project Manager
"Cybersecurity analyst skilled in ethical hacking, network security, and risk assessment.",1,4,1,2,3,Introverted,Cybersecurity Analyst
"HR professional skilled in employee engagement, recruitment, and HR policies.",2,4,3,4,4,Conscientious,HR Specialist
"Experienced in HR policies, with knowledge of recruitment and employee engagement.",1,3,1,2,1,Openness,HR Specialist
"Experienced in HR policies, with knowledge of employee engagement and recruitment.",2,1,3,1,2,Creative,HR Specialist
"Professional in SEO, experienced in digital campaigns and branding.",3,4,3,1,3,Introverted,Marketing Manager
"Graphic designer experienced in Illustrator, Adobe Photoshop, and UX/UI design.",2,2,3,3,4,Analytical,Graphic Designer
"Experienced in process improvement, with knowledge of data modeling and requirement gathering.",2,1,1,2,4,Extraverted,Business Analyst
"Proven track record in negotiation, with expertise in CRM and client management.",3,3,4,1,3,Analytical,Sales Executive
"Graphic designer experienced in Adobe Photoshop, Illustrator, and UX/UI design.",3,2,3,2,2,Creative,Graphic Designer
"Developer skilled in cloud computing, Python, and Java.",2,1,4,2,2,Creative,Software Engineer
"Sales executive with strong skills in negotiation, CRM, and client management.",2,4,4,3,3,Openness,Sales Executive
"Manager experienced in Scrum, with background in stakeholder management and Agile.",1,4,1,2,2,Openness,Project Manager
"Specialist in Illustrator, with skills in UX/UI design and Adobe Photoshop.",2,4,2,4,1,Openness,Graphic Designer
"Cybersecurity analyst skilled in network security, ethical hacking, and risk assessment.",1,2,1,3,2,Extraverted,Cybersecurity Analyst
"Software engineer with experience in Java, cloud computing, and Python.",2,4,4,4,4,Creative,Software Engineer
"Experienced in process improvement, with knowledge of data modeling and requirement gathering.",4,1,3,1,1,Analytical,Business Analyst
"HR professional skilled in employee engagement, recruitment, and HR policies.",4,2,4,3,4,Analytical,HR Specialist
"Developer skilled in Java, cloud computing, and Python.",2,4,3,4,1,Introverted,Software Engineer
"Marketing manager with focus on branding, SEO, and digital campaigns.",2,4,4,4,1,Analytical,Marketing Manager
"Specialist in Adobe Photoshop, with skills in Illustrator and UX/UI design.",1,1,4,3,2,Introverted,Graphic Designer
"Project manager with expertise in stakeholder management, Agile, and Scrum.",4,4,1,1,1,Analytical,Project Manager
"Manager experienced in stakeholder management, with background in Agile and Scrum.",1,1,3,3,3,Extraverted,Project Manager
"Experienced in requirement gathering, with knowledge of process improvement and data modeling.",3,1,4,1,3,Analytical,Business Analyst
"Data analyst proficient in SQL, machine learning, and data visualization.",2,2,2,3,4,Openness,Data Analyst
"Experienced in process improvement, with knowledge of data modeling and requirement gathering.",2,2,1,3,3,Openness,Business Analyst
"Sales executive with strong skills in client management, negotiation, and CRM.",1,4,3,1,4,Openness,Sales Executive
"Developer skilled in Python, cloud computing, and Java.",2,4,3,1,1,Conscientious,Software Engineer
"Business analyst skilled in process improvement, data modeling, and requirement gathering.",2,2,3,4,3,Openness,Business Analyst
"Specialized in computer vision, with research experience in deep learning and natural language processing.",4,3,4,2,3,Conscientious,AI Researcher
"Cybersecurity analyst skilled in risk assessment, ethical hacking, and network security.",4,3,4,4,1,Analytical,Cybersecurity Analyst
"Data analyst proficient in data visualization, SQL, and machine learning.",1,1,2,2,2,Extraverted,Data Analyst
"Data analyst proficient in data visualization, machine learning, and SQL.",3,1,3,2,2,Extraverted,Data Analyst
"Experienced in machine learning, with skills in data visualization and SQL.",3,1,3,2,3,Creative,Data Analyst
"Graphic designer experienced in UX/UI design, Illustrator, and Adobe Photoshop.",1,2,4,2,1,Extraverted,Graphic Designer
"Business analyst skilled in requirement gathering, process improvement, and data modeling.",2,1,1,2,3,Creative,Business Analyst
"Project manager with expertise in Scrum, stakeholder management, and Agile.",1,2,3,1,4,Extraverted,Project Manager
"Developer skilled in cloud computing, Java, and Python.",1,1,3,2,3,Openness,Software Engineer
"Specialized in deep learning, with research experience in computer vision and natural language processing.",3,3,1,3,2,Openness,AI Researcher
"Software engineer with experience in Java, cloud computing, and Python.",2,2,2,2,1,Openness,Software Engineer
"Data analyst proficient in data visualization, machine learning, and SQL.",3,3,1,4,4,Introverted,Data Analyst
"Specialized in computer vision, with research experience in deep learning and natural language processing.",1,4,1,4,3,Conscientious,AI Researcher
"Graphic designer experienced in UX/UI design, Illustrator, and Adobe Photoshop.",4,1,2,4,4,Creative,Graphic Designer
"Specialized in natural language processing, with research experience in computer vision and deep learning.",1,1,4,4,2,Extraverted,AI Researcher
"Specialized in deep learning, with research experience in natural language processing and computer vision.",3,1,4,3,1,Extraverted,AI Researcher
"Developer skilled in Java, cloud computing, and Python.",1,1,3,4,1,Creative,Software Engineer
"Graphic designer experienced in Illustrator, Adobe Photoshop, and UX/UI design.",2,3,2,2,3,Extraverted,Graphic Designer
"Software engineer with experience in Python, Java, and cloud computing.",3,4,3,4,3,Openness,Software Engineer
"Experienced in SQL, with skills in data visualization and machine learning.",3,4,3,2,2,Conscientious,Data Analyst
"Graphic designer experienced in Illustrator, UX/UI design, and Adobe Photoshop.",4,4,4,4,1,Conscientious,Graphic Designer
"Manager experienced in Agile, with background in Scrum and stakeholder management.",3,4,3,4,3,Extraverted,Project Manager
"Cybersecurity analyst skilled in risk assessment, network security, and ethical hacking.",4,1,1,2,3,Extraverted,Cybersecurity Analyst
"Developer skilled in Python, Java, and cloud computing.",3,2,1,2,3,Extraverted,Software Engineer
"Cybersecurity analyst skilled in risk assessment, network security, and ethical hacking.",1,1,2,2,1,Openness,Cybersecurity Analyst
Expert in ethical hacking with hands-on experience in network security and risk assessment.,4,1,4,1,4,Conscientious,Cybersecurity Analyst
"Experienced in recruitment, with knowledge of HR policies and employee engagement.",2,2,1,4,2,Extraverted,HR Specialist
"Specialist in UX/UI design, with skills in Illustrator and Adobe Photoshop.",4,1,3,2,4,Analytical,Graphic Designer
"Specialist in Adobe Photoshop, with skills in Illustrator and UX/UI design.",4,4,2,4,3,Analytical,Graphic Designer
"Cybersecurity analyst skilled in network security, risk assessment, and ethical hacking.",4,1,4,4,4,Introverted,Cybersecurity Analyst
"Sales executive with strong skills in client management, negotiation, and CRM.",3,1,1,4,4,Creative,Sales Executive
"Graphic designer experienced in Illustrator, Adobe Photoshop, and UX/UI design.",3,1,3,1,4,Introverted,Graphic Designer
"Project manager with expertise in stakeholder management, Agile, and Scrum.",1,1,4,3,1,Extraverted,Project Manager
"AI researcher with expertise in deep learning, natural language processing, and computer vision.",2,4,2,2,4,Openness,AI Researcher
Expert in network security with hands-on experience in ethical hacking and risk assessment.,4,4,4,3,2,Openness,Cybersecurity Analyst
"Software engineer with experience in cloud computing, Java, and Python.",4,3,1,1,1,Creative,Software Engineer
"Experienced in employee engagement, with knowledge of HR policies and recruitment.",1,1,1,2,4,Creative,HR Specialist
"Professional in digital campaigns, experienced in SEO and branding.",1,1,1,2,1,Openness,Marketing Manager
"Data analyst proficient in machine learning, data visualization, and SQL.",1,1,2,4,2,Conscientious,Data Analyst
"AI researcher with expertise in computer vision, deep learning, and natural language processing.",3,2,2,2,4,Creative,AI Researcher
"Graphic designer experienced in UX/UI design, Illustrator, and Adobe Photoshop.",2,1,2,2,3,Conscientious,Graphic Designer
"Specialized in natural language processing, with research experience in deep learning and computer vision.",2,1,4,4,2,Introverted,AI Researcher
"Proven track record in CRM, with expertise in client management and negotiation.",2,1,1,4,1,Openness,Sales Executive
"Specialist in Adobe Photoshop, with skills in Illustrator and UX/UI design.",4,4,4,1,2,Creative,Graphic Designer
"Software engineer with experience in Java, Python, and cloud computing.",1,4,3,2,2,Conscientious,Software Engineer
"Specialized in deep learning, with research experience in natural language processing and computer vision.",2,1,1,4,4,Introverted,AI Researcher
"Manager experienced in stakeholder management, with background in Scrum and Agile.",2,4,2,1,2,Openness,Project Manager
"Experienced in data visualization, with skills in SQL and machine learning.",1,1,4,3,2,Introverted,Data Analyst
"Graphic designer experienced in Illustrator, Adobe Photoshop, and UX/UI design.",4,3,1,4,2,Extraverted,Graphic Designer
"Software engineer with experience in cloud computing, Python, and Java.",2,1,1,4,2,Analytical,Software Engineer
"Specialist in Illustrator, with skills in Adobe Photoshop and UX/UI design.",1,3,1,3,4,Creative,Graphic Designer
"AI researcher with expertise in deep learning, computer vision, and natural language processing.",1,2,2,3,3,Introverted,AI Researcher
"Project manager with expertise in Scrum, stakeholder management, and Agile.",3,2,3,2,2,Analytical,Project Manager
"Sales executive with strong skills in CRM, client management, and negotiation.",4,1,4,1,4,Introverted,Sales Executive
"Project manager with expertise in Agile, Scrum, and stakeholder management.",4,4,4,2,3,Openness,Project Manager
"Professional in branding, experienced in digital campaigns and SEO.",1,3,3,4,2,Creative,Marketing Manager
"AI researcher with expertise in computer vision, natural language processing, and deep learning.",4,2,4,4,2,Introverted,AI Researcher
"Graphic designer experienced in UX/UI design, Adobe Photoshop, and Illustrator.",1,1,3,1,2,Creative,Graphic Designer
"Specialized in deep learning, with research experience in natural language processing and computer vision.",2,1,2,1,2,Analytical,AI Researcher
"Proven track record in negotiation, with expertise in client management and CRM.",2,3,4,2,1,Introverted,Sales Executive
"Graphic designer experienced in Adobe Photoshop, Illustrator, and UX/UI design.",4,3,3,3,2,Openness,Graphic Designer
"Specialist in UX/UI design, with skills in Adobe Photoshop and Illustrator.",1,4,1,4,2,Analytical,Graphic Designer
"Specialist in UX/UI design, with skills in Illustrator and Adobe Photoshop.",1,3,3,3,2,Extraverted,Graphic Designer
"Data analyst proficient in SQL, machine learning, and data visualization.",1,1,3,3,2,Introverted,Data Analyst
"Software engineer with experience in cloud computing, Java, and Python.",1,3,4,1,4,Extraverted,Software Engineer
"Cybersecurity analyst skilled in risk assessment, network security, and ethical hacking.",3,4,3,4,1,Introverted,Cybersecurity Analyst
"Cybersecurity analyst skilled in risk assessment, ethical hacking, and network security.",2,1,3,2,2,Openness,Cybersecurity Analyst
"Project manager with expertise in Scrum, stakeholder management, and Agile.",3,3,3,4,4,Introverted,Project Manager
"Marketing manager with focus on digital campaigns, branding, and SEO.",3,1,4,1,3,Introverted,Marketing Manager
"Experienced in machine learning, with skills in data visualization and SQL.",4,4,2,1,4,Openness,Data Analyst
"Experienced in recruitment, with knowledge of employee engagement and HR policies.",1,2,2,2,2,Conscientious,HR Specialist
"Experienced in recruitment, with knowledge of employee engagement and HR policies.",2,2,3,3,4,Conscientious,HR Specialist
"Experienced in process improvement, with knowledge of requirement gathering and data modeling.",3,1,1,3,2,Creative,Business Analyst
Expert in risk assessment with hands-on experience in ethical hacking and network security.,3,4,2,2,1,Analytical,Cybersecurity Analyst
"Professional in SEO, experienced in digital campaigns and branding.",4,4,1,1,1,Openness,Marketing Manager
"Experienced in HR policies, with knowledge of recruitment and employee engagement.",3,1,4,3,4,Creative,HR Specialist
"Specialized in deep learning, with research experience in computer vision and natural language processing.",3,3,4,1,1,Extraverted,AI Researcher
"Proven track record in client management, with expertise in negotiation and CRM.",4,1,2,1,4,Introverted,Sales Executive
"Experienced in SQL, with skills in data visualization and machine learning.",4,3,3,4,2,Openness,Data Analyst
"Specialist in Illustrator, with skills in Adobe Photoshop and UX/UI design.",4,2,2,1,2,Extraverted,Graphic Designer
"Specialized in natural language processing, with research experience in deep learning and computer vision.",2,2,3,1,4,Extraverted,AI Researcher
"Experienced in machine learning, with skills in SQL and data visualization.",1,1,1,3,4,Openness,Data Analyst
"Data analyst proficient in machine learning, data visualization, and SQL.",3,3,3,4,2,Introverted,Data Analyst
"Manager experienced in Agile, with background in Scrum and stakeholder management.",2,1,3,3,2,Conscientious,Project Manager
"Manager experienced in Scrum, with background in Agile and stakeholder management.",2,3,1,2,1,Conscientious,Project Manager
"Developer skilled in Python, cloud computing, and Java.",3,4,4,4,4,Conscientious,Software Engineer
"Experienced in requirement gathering, with knowledge of process improvement and data modeling.",3,2,4,4,2,Analytical,Business Analyst
"Software engineer with experience in Python, cloud computing, and Java.",4,2,1,1,3,Conscientious,Software Engineer
"Manager experienced in stakeholder management, with background in Agile and Scrum.",4,4,2,1,2,Conscientious,Project Manager
"Developer skilled in Java, Python, and cloud computing.",2,3,4,4,2,Extraverted,Software Engineer
"Specialized in natural language processing, with research experience in deep learning and computer vision.",2,4,1,4,2,Analytical,AI Researcher
"Graphic designer experienced in UX/UI design, Adobe Photoshop, and Illustrator.",3,3,2,1,3,Conscientious,Graphic Designer
"Marketing manager with focus on branding, digital campaigns, and SEO.",3,3,1,2,1,Introverted,Marketing Manager
"Specialized in computer vision, with research experience in deep learning and natural language processing.",3,4,3,4,3,Analytical,AI Researcher
"Graphic designer experienced in UX/UI design, Illustrator, and Adobe Photoshop.",4,1,2,1,4,Conscientious,Graphic Designer
"Graphic designer experienced in Illustrator, Adobe Photoshop, and UX/UI design.",1,2,1,4,3,Openness,Graphic Designer
"Specialist in UX/UI design, with skills in Illustrator and Adobe Photoshop.",2,3,2,4,4,Extraverted,Graphic Designer
"Manager experienced in stakeholder management, with background in Agile and Scrum.",4,1,4,2,3,Extraverted,Project Manager
"Marketing manager with focus on branding, digital campaigns, and SEO.",1,3,2,3,2,Creative,Marketing Manager
"HR professional skilled in recruitment, employee engagement, and HR policies.",4,4,1,1,4,Openness,HR Specialist
"Experienced in employee engagement, with knowledge of recruitment and HR policies.",3,3,3,1,1,Openness,HR Specialist
"Proven track record in CRM, with expertise in client management and negotiation.",1,3,3,1,2,Creative,Sales Executive
"Cybersecurity analyst skilled in risk assessment, network security, and ethical hacking.",3,3,1,1,2,Extraverted,Cybersecurity Analyst
"Marketing manager with focus on SEO, digital campaigns, and branding.",4,3,1,2,2,Openness,Marketing Manager
"Developer skilled in Python, Java, and cloud computing.",4,3,4,3,4,Openness,Software Engineer
"Experienced in machine learning, with skills in SQL and data visualization.",2,2,3,2,4,Openness,Data Analyst
"Developer skilled in Java, Python, and cloud computing.",2,1,2,3,2,Conscientious,Software Engineer
Expert in risk assessment with hands-on experience in ethical hacking and network security.,2,1,1,3,2,Extraverted,Cybersecurity Analyst
"Marketing manager with focus on digital campaigns, branding, and SEO.",4,2,2,3,1,Introverted,Marketing Manager
"Manager experienced in Agile, with background in stakeholder management and Scrum.",3,4,2,2,3,Creative,Project Manager
"Specialist in UX/UI design, with skills in Illustrator and Adobe Photoshop.",3,3,1,3,2,Analytical,Graphic Designer
Expert in ethical hacking with hands-on experience in risk assessment and network security.,2,2,3,1,3,Introverted,Cybersecurity Analyst
"Developer skilled in Python, Java, and cloud computing.",3,1,3,3,1,Extraverted,Software Engineer
"Sales executive with strong skills in negotiation, CRM, and client management.",4,1,4,4,4,Conscientious,Sales Executive
Expert in risk assessment with hands-on experience in network security and ethical hacking.,3,3,3,4,2,Introverted,Cybersecurity Analyst
"Software engineer with experience in Java, Python, and cloud computing.",1,2,3,2,4,Introverted,Software Engineer
"Experienced in employee engagement, with knowledge of recruitment and HR policies.",1,2,2,1,4,Extraverted,HR Specialist
"Business analyst skilled in requirement gathering, process improvement, and data modeling.",4,4,4,4,3,Openness,Business Analyst
"Sales executive with strong skills in CRM, client management, and negotiation.",4,1,2,2,1,Creative,Sales Executive
"Specialist in Illustrator, with skills in Adobe Photoshop and UX/UI design.",3,4,4,1,1,Openness,Graphic Designer
"HR professional skilled in employee engagement, HR policies, and recruitment.",3,1,4,2,1,Creative,HR Specialist
"Experienced in requirement gathering, with knowledge of process improvement and data modeling.",1,2,1,2,3,Conscientious,Business Analyst
"Sales executive with strong skills in negotiation, client management, and CRM.",4,3,2,4,1,Creative,Sales Executive
"AI researcher with expertise in deep learning, natural language processing, and computer vision.",3,3,2,1,1,Openness,AI Researcher
"Specialized in computer vision, with research experience in natural language processing and deep learning.",3,2,4,4,3,Extraverted,AI Researcher
"Graphic designer experienced in Illustrator, Adobe Photoshop, and UX/UI design.",2,3,2,2,2,Analytical,Graphic Designer
"Project manager with expertise in Agile, Scrum, and stakeholder management.",3,2,2,4,3,Creative,Project Manager
"Experienced in data modeling, with knowledge of process improvement and requirement gathering.",1,3,2,2,1,Creative,Business Analyst
"HR professional skilled in recruitment, HR policies, and employee engagement.",1,1,4,4,1,Analytical,HR Specialist
"Experienced in employee engagement, with knowledge of HR policies and recruitment.",3,2,1,4,3,Introverted,HR Specialist
"Developer skilled in cloud computing, Python, and Java.",1,3,2,4,2,Extraverted,Software Engineer
"Specialist in Adobe Photoshop, with skills in Illustrator and UX/UI design.",4,3,4,4,2,Extraverted,Graphic Designer
"Specialist in UX/UI design, with skills in Adobe Photoshop and Illustrator.",2,3,1,2,4,Creative,Graphic Designer
"Specialist in Illustrator, with skills in Adobe Photoshop and UX/UI design.",3,4,1,3,4,Introverted,Graphic Designer
"Software engineer with experience in Java, Python, and cloud computing.",4,1,1,1,3,Analytical,Software Engineer
"Experienced in data visualization, with skills in machine learning and SQL.",1,1,2,3,2,Analytical,Data Analyst
"Graphic designer experienced in Adobe Photoshop, Illustrator, and UX/UI design.",4,4,1,3,3,Creative,Graphic Designer
"Specialist in Illustrator, with skills in UX/UI design and Adobe Photoshop.",1,1,2,2,2,Creative,Graphic Designer
"Software engineer with experience in Java, Python, and cloud computing.",2,1,1,2,2,Openness,Software Engineer
"Experienced in requirement gathering, with knowledge of data modeling and process improvement.",3,1,2,1,4,Extraverted,Business Analyst
"Experienced in data modeling, with knowledge of process improvement and requirement gathering.",3,3,3,1,1,Creative,Business Analyst
Expert in network security with hands-on experience in ethical hacking and risk assessment.,2,3,4,3,2,Creative,Cybersecurity Analyst
"Specialist in UX/UI design, with skills in Adobe Photoshop and Illustrator.",2,4,4,4,2,Conscientious,Graphic Designer
"Experienced in SQL, with skills in machine learning and data visualization.",3,3,4,2,2,Analytical,Data Analyst
"Manager experienced in Agile, with background in stakeholder management and Scrum.",3,4,2,3,3,Introverted,Project Manager
"Cybersecurity analyst skilled in risk assessment, network security, and ethical hacking.",3,2,1,2,2,Openness,Cybersecurity Analyst
"Professional in digital campaigns, experienced in branding and SEO.",2,3,2,3,3,Openness,Marketing Manager
"HR professional skilled in HR policies, recruitment, and employee engagement.",3,1,4,4,2,Conscientious,HR Specialist
"Software engineer with experience in Java, cloud computing, and Python.",2,1,4,4,1,Openness,Software Engineer
"Business analyst skilled in data modeling, requirement gathering, and process improvement.",3,4,2,3,1,Openness,Business Analyst
"Graphic designer experienced in Adobe Photoshop, UX/UI design, and Illustrator.",1,1,2,2,2,Creative,Graphic Designer
"HR professional skilled in HR policies, recruitment, and employee engagement.",2,3,4,1,4,Creative,HR Specialist
"Professional in SEO, experienced in digital campaigns and branding.",1,3,2,1,4,Conscientious,Marketing Manager
"Cybersecurity analyst skilled in ethical hacking, network security, and risk assessment.",3,2,3,2,2,Analytical,Cybersecurity Analyst
"HR professional skilled in HR policies, recruitment, and employee engagement.",2,2,3,1,3,Creative,HR Specialist
"Professional in branding, experienced in SEO and digital campaigns.",4,4,4,3,3,Conscientious,Marketing Manager
"Data analyst proficient in machine learning, data visualization, and SQL.",3,4,1,2,4,Conscientious,Data Analyst
"Business analyst skilled in requirement gathering, process improvement, and data modeling.",4,3,4,4,2,Introverted,Business Analyst
"Professional in digital campaigns, experienced in SEO and branding.",1,3,1,1,3,Conscientious,Marketing Manager
"Experienced in data visualization, with skills in SQL and machine learning.",3,4,1,3,3,Analytical,Data Analyst
Expert in network security with hands-on experience in ethical hacking and risk assessment.,3,1,3,3,2,Introverted,Cybersecurity Analyst
"Project manager with expertise in Scrum, Agile, and stakeholder management.",3,4,3,4,1,Introverted,Project Manager
"Business analyst skilled in process improvement, requirement gathering, and data modeling.",1,4,2,3,4,Conscientious,Business Analyst
"Marketing manager with focus on branding, digital campaigns, and SEO.",2,3,3,1,2,Conscientious,Marketing Manager
"Data analyst proficient in SQL, data visualization, and machine learning.",2,2,3,3,4,Openness,Data Analyst
"Experienced in recruitment, with knowledge of employee engagement and HR policies.",2,1,4,3,1,Extraverted,HR Specialist
"Specialist in UX/UI design, with skills in Adobe Photoshop and Illustrator.",3,4,1,3,4,Analytical,Graphic Designer
Expert in risk assessment with hands-on experience in network security and ethical hacking.,4,2,2,1,4,Extraverted,Cybersecurity Analyst
"Manager experienced in stakeholder management, with background in Scrum and Agile.",4,4,3,4,4,Analytical,Project Manager
"Graphic designer experienced in Adobe Photoshop, Illustrator, and UX/UI design.",3,3,3,4,1,Conscientious,Graphic Designer
"Experienced in data visualization, with skills in machine learning and SQL.",2,4,2,2,1,Introverted,Data Analyst
"Software engineer with experience in Python, cloud computing, and Java.",1,1,4,1,2,Conscientious,Software Engineer
"Sales executive with strong skills in client management, negotiation, and CRM.",4,2,2,1,3,Creative,Sales Executive
"Professional in digital campaigns, experienced in SEO and branding.",3,1,4,4,3,Extraverted,Marketing Manager
"Sales executive with strong skills in client management, CRM, and negotiation.",3,1,3,4,2,Introverted,Sales Executive
"Experienced in HR policies, with knowledge of recruitment and employee engagement.",1,3,1,1,1,Openness,HR Specialist
"Sales executive with strong skills in negotiation, client management, and CRM.",2,1,4,2,2,Openness,Sales Executive
"Business analyst skilled in requirement gathering, process improvement, and data modeling.",3,2,1,2,2,Openness,Business Analyst
"Experienced in employee engagement, with knowledge of recruitment and HR policies.",3,1,3,4,1,Analytical,HR Specialist
"Specialist in UX/UI design, with skills in Illustrator and Adobe Photoshop.",2,4,2,2,2,Analytical,Graphic Designer
"Software engineer with experience in cloud computing, Python, and Java.",2,1,1,2,1,Creative,Software Engineer
"Professional in SEO, experienced in branding and digital campaigns.",4,2,4,4,3,Introverted,Marketing Manager
"Experienced in process improvement, with knowledge of data modeling and requirement gathering.",4,2,1,4,1,Analytical,Business Analyst
"AI researcher with expertise in computer vision, deep learning, and natural language processing.",3,4,4,1,1,Creative,AI Researcher
"Data analyst proficient in data visualization, SQL, and machine learning.",1,4,1,1,4,Analytical,Data Analyst
"Experienced in data modeling, with knowledge of requirement gathering and process improvement.",4,3,4,2,4,Analytical,Business Analyst
"Marketing manager with focus on digital campaigns, SEO, and branding.",3,2,1,4,2,Openness,Marketing Manager
"Specialized in natural language processing, with research experience in deep learning and computer vision.",1,4,2,2,4,Openness,AI Researcher
"Proven track record in client management, with expertise in CRM and negotiation.",1,3,4,3,4,Openness,Sales Executive
"Professional in branding, experienced in SEO and digital campaigns.",4,4,2,4,4,Conscientious,Marketing Manager
"Proven track record in CRM, with expertise in client management and negotiation.",3,1,3,3,2,Creative,Sales Executive
"Professional in SEO, experienced in branding and digital campaigns.",4,4,1,1,2,Openness,Marketing Manager
"Software engineer with experience in cloud computing, Java, and Python.",1,1,3,1,1,Conscientious,Software Engineer
"Manager experienced in stakeholder management, with background in Agile and Scrum.",4,3,2,2,4,Openness,Project Manager
"Specialized in computer vision, with research experience in deep learning and natural language processing.",3,1,2,4,3,Extraverted,AI Researcher
"Experienced in process improvement, with knowledge of requirement gathering and data modeling.",3,2,4,3,4,Extraverted,Business Analyst
"Cybersecurity analyst skilled in network security, risk assessment, and ethical hacking.",1,4,4,4,1,Analytical,Cybersecurity Analyst
"Graphic designer experienced in Illustrator, UX/UI design, and Adobe Photoshop.",4,2,2,1,4,Conscientious,Graphic Designer
"Experienced in process improvement, with knowledge of data modeling and requirement gathering.",3,3,2,2,2,Conscientious,Business Analyst
"Business analyst skilled in process improvement, requirement gathering, and data modeling.",1,2,4,4,1,Creative,Business Analyst
"Data analyst proficient in machine learning, SQL, and data visualization.",4,2,1,4,4,Conscientious,Data Analyst
"Manager experienced in Scrum, with background in stakeholder management and Agile.",2,2,3,2,2,Creative,Project Manager
"Marketing manager with focus on digital campaigns, SEO, and branding.",3,3,2,3,1,Introverted,Marketing Manager
"Developer skilled in cloud computing, Java, and Python.",4,3,4,3,2,Analytical,Software Engineer
"Specialist in UX/UI design, with skills in Adobe Photoshop and Illustrator.",1,2,1,2,3,Analytical,Graphic Designer
"Manager experienced in Scrum, with background in stakeholder management and Agile.",4,4,2,2,2,Creative,Project Manager
"Cybersecurity analyst skilled in risk assessment, ethical hacking, and network security.",1,2,2,3,4,Extraverted,Cybersecurity Analyst
"Cybersecurity analyst skilled in ethical hacking, risk assessment, and network security.",1,4,4,4,3,Extraverted,Cybersecurity Analyst
"Manager experienced in Scrum, with background in Agile and stakeholder management.",2,4,3,2,1,Openness,Project Manager
"Developer skilled in Java, cloud computing, and Python.",4,4,2,3,2,Creative,Software Engineer
"Software engineer with experience in cloud computing, Java, and Python.",4,3,4,3,1,Analytical,Software Engineer
"HR professional skilled in HR policies, employee engagement, and recruitment.",2,4,4,3,4,Introverted,HR Specialist
"AI researcher with expertise in computer vision, deep learning, and natural language processing.",3,2,1,4,2,Conscientious,AI Researcher
"Manager experienced in Agile, with background in stakeholder management and Scrum.",4,2,3,2,3,Introverted,Project Manager
"Project manager with expertise in stakeholder management, Agile, and Scrum.",3,3,2,1,4,Conscientious,Project Manager
"Specialist in Adobe Photoshop, with skills in UX/UI design and Illustrator.",3,3,1,1,4,Openness,Graphic Designer
"Project manager with expertise in Scrum, stakeholder management, and Agile.",4,1,2,4,2,Conscientious,Project Manager
"Sales executive with strong skills in client management, negotiation, and CRM.",2,3,4,2,3,Openness,Sales Executive
"Marketing manager with focus on SEO, branding, and digital campaigns.",3,2,2,1,2,Extraverted,Marketing Manager
"Specialized in computer vision, with research experience in natural language processing and deep learning.",3,4,2,4,4,Analytical,AI Researcher
"Project manager with expertise in stakeholder management, Agile, and Scrum.",4,1,4,1,4,Extraverted,Project Manager
"Cybersecurity analyst skilled in ethical hacking, network security, and risk assessment.",1,3,3,3,4,Conscientious,Cybersecurity Analyst
"Cybersecurity analyst skilled in risk assessment, network security, and ethical hacking.",2,4,2,4,1,Extraverted,Cybersecurity Analyst
"Specialized in computer vision, with research experience in deep learning and natural language processing.",1,2,3,4,4,Introverted,AI Researcher
"Professional in branding, experienced in digital campaigns and SEO.",2,1,2,3,4,Creative,Marketing Manager
"Software engineer with experience in cloud computing, Java, and Python.",4,3,2,3,3,Conscientious,Software Engineer
"Software engineer with experience in cloud computing, Python, and Java.",2,3,1,2,3,Conscientious,Software Engineer
"AI researcher with expertise in deep learning, computer vision, and natural language processing.",3,1,1,4,4,Openness,AI Researcher
"Data analyst proficient in machine learning, SQL, and data visualization.",2,4,1,2,2,Introverted,Data Analyst
"Software engineer with experience in Python, Java, and cloud computing.",2,1,4,2,3,Introverted,Software Engineer
"Data analyst proficient in data visualization, SQL, and machine learning.",1,4,1,2,3,Conscientious,Data Analyst
"Marketing manager with focus on branding, digital campaigns, and SEO.",1,1,2,1,1,Creative,Marketing Manager
"Specialized in computer vision, with research experience in deep learning and natural language processing.",1,1,3,4,4,Analytical,AI Researcher
"Manager experienced in Scrum, with background in Agile and stakeholder management.",4,4,1,4,2,Openness,Project Manager
"Project manager with expertise in Agile, stakeholder management, and Scrum.",1,4,3,2,2,Analytical,Project Manager
"Specialized in natural language processing, with research experience in deep learning and computer vision.",3,2,3,1,1,Creative,AI Researcher
