cv_text,quiz_q1,quiz_q2,quiz_q3,quiz_q4,quiz_q5,personality_label,job_role_label
"Pharmacist, community with expertise in Adobe Creative Suite, UI/UX, wireframing.",1,1,3,4,3,Creative,Graphic Designer
"Designer, multimedia with expertise in Adobe Creative Suite, prototyping, UI/UX.",3,1,2,1,1,Creative,Graphic Designer
"Ambulance person with expertise in budgeting, stakeholder management, risk management.",4,2,4,3,2,Introverted,Project Manager
"Occupational hygienist with expertise in benefits management, talent acquisition, employee engagement.",1,4,2,4,2,Extraverted,HR Manager
"Software engineer with expertise in cloud computing, APIs, DevOps.",3,3,1,2,1,Openness,Software Engineer
"Local government officer with expertise in statistics, data visualization, Power BI.",4,3,1,3,4,Openness,Data Analyst
"Financial adviser with expertise in risk management, stakeholder management, Agile.",4,1,3,2,4,Introverted,Project Manager
"Health physicist with expertise in risk management, Scrum, Agile.",2,2,4,1,2,Introverted,Project Manager
"Medical secretary with expertise in penetration testing, risk assessment, incident response.",3,2,2,1,3,Analytical,Cybersecurity Analyst
"Geologist, wellsite with expertise in analytics, branding, campaigns.",4,1,2,2,2,Extraverted,Marketing Manager
"Engineer, aeronautical with expertise in budgeting, Agile, Scrum.",2,1,4,2,1,Introverted,Project Manager
"Education officer, museum with expertise in stakeholder management, Agile, risk management.",1,1,3,2,1,Introverted,Project Manager
"Health and safety adviser with expertise in risk assessment, network security, firewall.",4,4,1,3,4,Analytical,Cybersecurity Analyst
"IT consultant with expertise in Adobe Creative Suite, prototyping, UI/UX.",2,3,4,3,4,Creative,Graphic Designer
"Educational psychologist with expertise in budgeting, Scrum, risk management.",1,1,4,1,1,Introverted,Project Manager
"Product manager with expertise in data visualization, statistics, Power BI.",3,1,3,4,3,Openness,Data Analyst
"Psychotherapist with expertise in Adobe Creative Suite, prototyping, branding.",1,4,1,2,2,Creative,Graphic Designer
"Engineer, chemical with expertise in risk management, budgeting, forecasting.",3,1,2,4,1,Analytical,Financial Analyst
"International aid/development worker with expertise in Agile, budgeting, risk management.",3,1,4,4,1,Introverted,Project Manager
"International aid/development worker with expertise in predictive analytics, data mining, Python.",1,2,1,2,2,Openness,Data Scientist
"Herbalist with expertise in data visualization, Power BI, SQL.",1,1,3,4,1,Openness,Data Analyst
"Retail manager with expertise in Java, DevOps, cloud computing.",1,1,1,1,4,Openness,Software Engineer
"Police officer with expertise in financial models, forecasting, risk management.",3,3,3,1,2,Analytical,Financial Analyst
"Sports coach with expertise in network security, risk assessment, firewall.",4,3,1,4,1,Analytical,Cybersecurity Analyst
"Chief Marketing Officer with expertise in data mining, statistics, Python.",4,2,4,4,2,Openness,Data Scientist
"Diagnostic radiographer with expertise in network security, risk assessment, penetration testing.",3,3,4,2,4,Analytical,Cybersecurity Analyst
"Civil engineer, contracting with expertise in Power BI, data visualization, machine learning.",1,2,2,3,2,Openness,Data Analyst
"Equality and diversity officer with expertise in statistics, Python, predictive analytics.",4,2,2,2,4,Openness,Data Scientist
"Early years teacher with expertise in employee engagement, onboarding, talent acquisition.",3,2,3,4,3,Extraverted,HR Manager
"Educational psychologist with expertise in stakeholder management, Agile, Scrum.",2,2,1,2,2,Introverted,Project Manager
"Systems analyst with expertise in financial models, forecasting, Excel.",3,1,3,4,2,Analytical,Financial Analyst
"Geophysicist/field seismologist with expertise in data mining, statistics, deep learning.",1,3,2,1,4,Openness,Data Scientist
"Curator with expertise in forecasting, risk management, financial models.",3,1,3,2,4,Analytical,Financial Analyst
"Commercial art gallery manager with expertise in SEO, customer engagement, branding.",1,4,4,4,4,Extraverted,Marketing Manager
"Surveyor, quantity with expertise in Adobe Creative Suite, branding, wireframing.",4,3,2,3,3,Creative,Graphic Designer
"English as a second language teacher with expertise in onboarding, benefits management, HRIS.",3,1,3,1,4,Extraverted,HR Manager
"Engineer, petroleum with expertise in deep learning, data mining, Python.",1,2,4,2,4,Openness,Data Scientist
"Visual merchandiser with expertise in risk management, Scrum, budgeting.",1,2,2,4,3,Introverted,Project Manager
"Food technologist with expertise in stakeholder management, Agile, Scrum.",1,4,4,4,4,Introverted,Project Manager
"Marketing executive with expertise in budgeting, financial models, forecasting.",3,1,3,1,3,Analytical,Financial Analyst
"Engineer, broadcasting (operations) with expertise in HRIS, benefits management, talent acquisition.",2,4,3,3,4,Extraverted,HR Manager
"Health physicist with expertise in risk management, Scrum, stakeholder management.",2,2,3,2,3,Introverted,Project Manager
"Teacher, special educational needs with expertise in predictive analytics, data mining, statistics.",1,2,4,3,1,Openness,Data Scientist
"Control and instrumentation engineer with expertise in network security, risk assessment, firewall.",1,1,3,1,4,Analytical,Cybersecurity Analyst
"Photographer with expertise in risk management, stakeholder management, Agile.",3,1,4,2,3,Introverted,Project Manager
"Marine scientist with expertise in data mining, deep learning, Python.",1,3,3,2,3,Openness,Data Scientist
"Environmental manager with expertise in talent acquisition, benefits management, onboarding.",1,2,1,4,3,Extraverted,HR Manager
"Solicitor with expertise in Excel, forecasting, risk management.",3,1,2,2,2,Analytical,Financial Analyst
"Lobbyist with expertise in Java, Python, DevOps.",4,2,1,4,2,Openness,Software Engineer
"Press photographer with expertise in APIs, Python, cloud computing.",4,1,2,1,4,Openness,Software Engineer
"Surveyor, hydrographic with expertise in Power BI, machine learning, data visualization.",1,2,2,2,2,Openness,Data Analyst
"Teacher, adult education with expertise in talent acquisition, HRIS, onboarding.",1,1,2,1,1,Extraverted,HR Manager
"Games developer with expertise in network security, penetration testing, firewall.",3,2,3,1,4,Analytical,Cybersecurity Analyst
"Software engineer with expertise in risk assessment, firewall, penetration testing.",2,4,3,2,1,Analytical,Cybersecurity Analyst
"Housing manager/officer with expertise in data mining, Python, predictive analytics.",2,1,4,2,1,Openness,Data Scientist
"Community education officer with expertise in deep learning, Python, data mining.",1,2,3,2,1,Openness,Data Scientist
"Chemical engineer with expertise in budgeting, risk management, financial models.",3,3,1,1,1,Analytical,Financial Analyst
"Equality and diversity officer with expertise in incident response, risk assessment, network security.",1,2,1,1,4,Analytical,Cybersecurity Analyst
"Careers adviser with expertise in branding, customer engagement, campaigns.",1,1,2,3,1,Extraverted,Marketing Manager
"Building control surveyor with expertise in incident response, penetration testing, risk assessment.",1,2,1,4,1,Analytical,Cybersecurity Analyst
"Building control surveyor with expertise in analytics, SEO, campaigns.",1,1,3,3,2,Extraverted,Marketing Manager
"Barrister with expertise in data mining, statistics, predictive analytics.",1,4,1,1,2,Openness,Data Scientist
"Chief of Staff with expertise in prototyping, Adobe Creative Suite, UI/UX.",2,3,3,4,1,Creative,Graphic Designer
"Education officer, community with expertise in Scrum, Agile, stakeholder management.",3,3,3,2,1,Introverted,Project Manager
"Surveyor, commercial/residential with expertise in budgeting, financial models, forecasting.",3,3,3,4,1,Analytical,Financial Analyst
"Engineer, civil (contracting) with expertise in incident response, firewall, penetration testing.",3,1,1,3,3,Analytical,Cybersecurity Analyst
"Engineering geologist with expertise in Excel, budgeting, forecasting.",1,4,1,1,3,Analytical,Financial Analyst
"Fisheries officer with expertise in statistics, Power BI, machine learning.",3,1,4,4,2,Openness,Data Analyst
"Insurance broker with expertise in penetration testing, risk assessment, firewall.",3,4,2,1,2,Analytical,Cybersecurity Analyst
"Chartered accountant with expertise in analytics, customer engagement, branding.",4,3,1,3,2,Extraverted,Marketing Manager
"Health visitor with expertise in budgeting, forecasting, risk management.",3,2,2,3,1,Analytical,Financial Analyst
"Leisure centre manager with expertise in SQL, machine learning, statistics.",4,2,3,3,3,Openness,Data Analyst
"Social worker with expertise in Python, predictive analytics, statistics.",3,1,3,4,4,Openness,Data Scientist
"Engineer, production with expertise in forecasting, risk management, budgeting.",2,2,1,1,4,Analytical,Financial Analyst
"Engineer, maintenance with expertise in Power BI, machine learning, data visualization.",2,2,2,4,1,Openness,Data Analyst
"Animal technologist with expertise in Adobe Creative Suite, branding, UI/UX.",2,4,3,2,1,Creative,Graphic Designer
"Engineer, petroleum with expertise in HRIS, benefits management, employee engagement.",1,3,3,3,4,Extraverted,HR Manager
"Primary school teacher with expertise in penetration testing, incident response, network security.",1,4,1,3,2,Analytical,Cybersecurity Analyst
"Teacher, special educational needs with expertise in branding, analytics, campaigns.",4,1,1,2,1,Extraverted,Marketing Manager
"Producer, television/film/video with expertise in branding, UI/UX, Adobe Creative Suite.",3,2,1,4,1,Creative,Graphic Designer
"Therapist, art with expertise in analytics, customer engagement, SEO.",2,2,3,2,2,Extraverted,Marketing Manager
"Horticultural consultant with expertise in predictive analytics, deep learning, Python.",3,3,3,4,3,Openness,Data Scientist
"Civil engineer, consulting with expertise in Adobe Creative Suite, prototyping, wireframing.",1,3,4,3,2,Creative,Graphic Designer
"Designer, fashion/clothing with expertise in UI/UX, branding, prototyping.",4,4,2,4,3,Creative,Graphic Designer
"Early years teacher with expertise in forecasting, budgeting, Excel.",4,4,2,4,4,Analytical,Financial Analyst
"Toxicologist with expertise in stakeholder management, risk management, Agile.",3,1,2,2,3,Introverted,Project Manager
"Insurance underwriter with expertise in machine learning, data visualization, statistics.",4,2,4,2,1,Openness,Data Analyst
"Development worker, community with expertise in predictive analytics, deep learning, data mining.",3,2,4,1,1,Openness,Data Scientist
"Paediatric nurse with expertise in statistics, machine learning, data visualization.",4,2,3,1,2,Openness,Data Analyst
"Production assistant, television with expertise in Power BI, machine learning, statistics.",4,2,4,3,3,Openness,Data Analyst
"Energy engineer with expertise in Agile, risk management, stakeholder management.",2,2,3,2,4,Introverted,Project Manager
"Recruitment consultant with expertise in campaigns, SEO, customer engagement.",1,4,1,4,2,Extraverted,Marketing Manager
"Clinical molecular geneticist with expertise in Python, DevOps, APIs.",3,2,1,4,3,Openness,Software Engineer
"Landscape architect with expertise in incident response, risk assessment, network security.",4,4,3,2,3,Analytical,Cybersecurity Analyst
"Economist with expertise in APIs, cloud computing, Python.",4,1,1,2,3,Openness,Software Engineer
"Scientist, water quality with expertise in Agile, risk management, budgeting.",2,2,4,3,4,Introverted,Project Manager
"Investment banker, corporate with expertise in statistics, data mining, predictive analytics.",1,2,1,3,3,Openness,Data Scientist
"Research scientist (life sciences) with expertise in risk assessment, incident response, penetration testing.",4,3,3,1,2,Analytical,Cybersecurity Analyst
"Senior tax professional/tax inspector with expertise in SEO, campaigns, analytics.",2,3,1,1,4,Extraverted,Marketing Manager
"Financial adviser with expertise in employee engagement, HRIS, benefits management.",1,1,4,3,4,Extraverted,HR Manager
"Administrator, local government with expertise in Python, deep learning, data mining.",4,1,4,2,2,Openness,Data Scientist
"Designer, industrial/product with expertise in statistics, Python, predictive analytics.",4,1,3,4,2,Openness,Data Scientist
"Economist with expertise in benefits management, HRIS, employee engagement.",3,2,2,3,2,Extraverted,HR Manager
"Bonds trader with expertise in campaigns, SEO, branding.",1,1,4,4,1,Extraverted,Marketing Manager
"Higher education lecturer with expertise in Excel, budgeting, forecasting.",3,1,4,2,1,Analytical,Financial Analyst
"Pensions consultant with expertise in Python, APIs, cloud computing.",2,2,4,1,2,Openness,Software Engineer
"Dancer with expertise in customer engagement, analytics, branding.",3,2,3,3,1,Extraverted,Marketing Manager
"Television/film/video producer with expertise in risk assessment, firewall, incident response.",3,2,4,1,1,Analytical,Cybersecurity Analyst
"Teacher, early years/pre with expertise in HRIS, employee engagement, onboarding.",3,4,4,2,3,Extraverted,HR Manager
"Professor Emeritus with expertise in firewall, incident response, network security.",3,3,1,3,4,Analytical,Cybersecurity Analyst
"Farm manager with expertise in employee engagement, talent acquisition, HRIS.",1,1,3,4,1,Extraverted,HR Manager
"Scientist, forensic with expertise in campaigns, customer engagement, SEO.",1,3,1,4,1,Extraverted,Marketing Manager
"Medical laboratory scientific officer with expertise in customer engagement, branding, SEO.",1,4,4,3,1,Extraverted,Marketing Manager
"Civil Service administrator with expertise in Scrum, budgeting, risk management.",2,1,1,1,3,Introverted,Project Manager
"Professor Emeritus with expertise in Java, Python, cloud computing.",1,2,4,4,2,Openness,Software Engineer
"Cartographer with expertise in Agile, budgeting, Scrum.",3,4,2,4,1,Introverted,Project Manager
"Office manager with expertise in risk management, financial models, Excel.",4,3,1,4,4,Analytical,Financial Analyst
"Company secretary with expertise in risk assessment, firewall, penetration testing.",3,3,4,2,4,Analytical,Cybersecurity Analyst
"Hospital doctor with expertise in APIs, Java, cloud computing.",2,2,3,2,2,Openness,Software Engineer
"Ecologist with expertise in wireframing, UI/UX, branding.",2,4,4,3,1,Creative,Graphic Designer
"Teacher, music with expertise in talent acquisition, HRIS, benefits management.",2,2,4,1,1,Extraverted,HR Manager
"Regulatory affairs officer with expertise in machine learning, Power BI, data visualization.",1,2,4,1,4,Openness,Data Analyst
"Engineer, biomedical with expertise in HRIS, talent acquisition, employee engagement.",2,4,2,3,2,Extraverted,HR Manager
"Science writer with expertise in statistics, data mining, deep learning.",4,4,4,4,3,Openness,Data Scientist
"Psychologist, educational with expertise in incident response, risk assessment, network security.",4,4,1,4,3,Analytical,Cybersecurity Analyst
"Sales professional, IT with expertise in predictive analytics, Python, deep learning.",1,2,2,3,3,Openness,Data Scientist
"Trade mark attorney with expertise in incident response, firewall, penetration testing.",3,2,4,4,1,Analytical,Cybersecurity Analyst
"Charity fundraiser with expertise in APIs, DevOps, cloud computing.",1,3,4,3,3,Openness,Software Engineer
"Conference centre manager with expertise in APIs, Python, cloud computing.",3,2,1,1,1,Openness,Software Engineer
"Environmental consultant with expertise in benefits management, onboarding, employee engagement.",3,3,4,1,4,Extraverted,HR Manager
"Personal assistant with expertise in budgeting, Scrum, stakeholder management.",1,3,1,1,3,Introverted,Project Manager
"Careers adviser with expertise in financial models, Excel, forecasting.",1,1,2,2,3,Analytical,Financial Analyst
"Environmental health practitioner with expertise in Java, Python, cloud computing.",4,2,4,1,4,Openness,Software Engineer
"Theatre manager with expertise in Python, data mining, predictive analytics.",3,4,3,3,2,Openness,Data Scientist
"Sports coach with expertise in machine learning, statistics, data visualization.",1,4,2,3,1,Openness,Data Analyst
"Engineer, manufacturing systems with expertise in risk management, Scrum, stakeholder management.",3,1,2,3,1,Introverted,Project Manager
"Lexicographer with expertise in data mining, Python, deep learning.",1,2,2,3,3,Openness,Data Scientist
"Mechanical engineer with expertise in wireframing, branding, UI/UX.",3,2,3,2,3,Creative,Graphic Designer
"Designer, industrial/product with expertise in prototyping, UI/UX, branding.",3,3,1,3,2,Creative,Graphic Designer
"Metallurgist with expertise in campaigns, customer engagement, SEO.",1,1,4,4,4,Extraverted,Marketing Manager
"Firefighter with expertise in SEO, analytics, campaigns.",3,1,4,3,3,Extraverted,Marketing Manager
"Insurance risk surveyor with expertise in incident response, network security, penetration testing.",2,3,1,2,2,Analytical,Cybersecurity Analyst
"Secretary, company with expertise in stakeholder management, budgeting, Scrum.",1,2,4,4,4,Introverted,Project Manager
"Journalist, newspaper with expertise in risk management, stakeholder management, budgeting.",4,1,3,3,4,Introverted,Project Manager
"Editor, magazine features with expertise in Agile, stakeholder management, Scrum.",4,2,2,1,2,Introverted,Project Manager
"Structural engineer with expertise in budgeting, financial models, risk management.",1,2,2,3,3,Analytical,Financial Analyst
"Film/video editor with expertise in machine learning, SQL, data visualization.",1,3,4,1,2,Openness,Data Analyst
"Warehouse manager with expertise in HRIS, benefits management, employee engagement.",1,4,2,3,1,Extraverted,HR Manager
"Dance movement psychotherapist with expertise in risk management, financial models, budgeting.",1,4,2,3,4,Analytical,Financial Analyst
"Producer, radio with expertise in branding, UI/UX, wireframing.",2,3,1,3,1,Creative,Graphic Designer
"Quality manager with expertise in penetration testing, incident response, risk assessment.",1,1,1,3,2,Analytical,Cybersecurity Analyst
"Catering manager with expertise in risk management, Excel, financial models.",4,4,1,1,2,Analytical,Financial Analyst
"Engineer, aeronautical with expertise in risk management, stakeholder management, Scrum.",3,3,2,4,2,Introverted,Project Manager
"Fisheries officer with expertise in statistics, deep learning, predictive analytics.",3,4,3,3,3,Openness,Data Scientist
"Barista with expertise in statistics, SQL, data visualization.",2,1,3,1,1,Openness,Data Analyst
"Recruitment consultant with expertise in risk management, financial models, forecasting.",4,4,3,4,1,Analytical,Financial Analyst
"Insurance account manager with expertise in wireframing, branding, Adobe Creative Suite.",4,4,3,2,3,Creative,Graphic Designer
"Financial adviser with expertise in APIs, DevOps, cloud computing.",1,2,3,2,1,Openness,Software Engineer
"Therapist, sports with expertise in campaigns, branding, SEO.",1,1,1,4,1,Extraverted,Marketing Manager
"Surveyor, hydrographic with expertise in SQL, statistics, Power BI.",2,4,4,4,1,Openness,Data Analyst
"Press photographer with expertise in prototyping, wireframing, branding.",1,1,2,2,3,Creative,Graphic Designer
"Neurosurgeon with expertise in DevOps, Java, cloud computing.",2,2,4,4,1,Openness,Software Engineer
"Retail merchandiser with expertise in branding, Adobe Creative Suite, wireframing.",2,4,4,2,2,Creative,Graphic Designer
"Presenter, broadcasting with expertise in APIs, cloud computing, DevOps.",4,4,3,3,3,Openness,Software Engineer
"Accountant, chartered public finance with expertise in cloud computing, DevOps, Python.",3,2,1,3,3,Openness,Software Engineer
"Engineer, electronics with expertise in incident response, penetration testing, network security.",2,4,4,4,1,Analytical,Cybersecurity Analyst
"Housing manager/officer with expertise in statistics, deep learning, Python.",1,4,3,4,2,Openness,Data Scientist
"Paediatric nurse with expertise in forecasting, budgeting, Excel.",3,4,4,4,1,Analytical,Financial Analyst
"Amenity horticulturist with expertise in APIs, Java, cloud computing.",1,4,3,2,4,Openness,Software Engineer
"Teacher, adult education with expertise in budgeting, forecasting, risk management.",1,2,1,3,1,Analytical,Financial Analyst
"Barista with expertise in machine learning, SQL, data visualization.",2,1,1,1,2,Openness,Data Analyst
"Physiotherapist with expertise in firewall, incident response, penetration testing.",3,1,2,1,1,Analytical,Cybersecurity Analyst
"Purchasing manager with expertise in cloud computing, Java, Python.",3,4,4,2,3,Openness,Software Engineer
"Chiropractor with expertise in Python, predictive analytics, data mining.",2,4,1,1,3,Openness,Data Scientist
"International aid/development worker with expertise in APIs, cloud computing, DevOps.",4,3,1,3,1,Openness,Software Engineer
"Consulting civil engineer with expertise in Scrum, stakeholder management, Agile.",2,1,4,4,3,Introverted,Project Manager
"Physiological scientist with expertise in predictive analytics, deep learning, statistics.",3,3,1,2,3,Openness,Data Scientist
"Learning mentor with expertise in risk management, budgeting, Agile.",4,4,1,4,1,Introverted,Project Manager
"Leisure centre manager with expertise in analytics, SEO, branding.",3,3,4,3,4,Extraverted,Marketing Manager
"Careers information officer with expertise in Python, APIs, Java.",4,3,4,1,1,Openness,Software Engineer
"Therapeutic radiographer with expertise in risk management, Excel, financial models.",3,3,2,3,2,Analytical,Financial Analyst
"Telecommunications researcher with expertise in onboarding, benefits management, talent acquisition.",2,2,3,3,2,Extraverted,HR Manager
"Recycling officer with expertise in Java, cloud computing, DevOps.",3,1,3,1,2,Openness,Software Engineer
"Homeopath with expertise in SEO, customer engagement, analytics.",2,1,2,3,2,Extraverted,Marketing Manager
"Pensions consultant with expertise in risk management, Excel, budgeting.",2,3,2,4,2,Analytical,Financial Analyst
"Arboriculturist with expertise in statistics, machine learning, Power BI.",4,2,2,1,2,Openness,Data Analyst
"Surveyor, quantity with expertise in APIs, Python, DevOps.",2,3,1,4,1,Openness,Software Engineer
"Camera operator with expertise in branding, UI/UX, prototyping.",4,2,2,4,1,Creative,Graphic Designer
"Lobbyist with expertise in wireframing, prototyping, UI/UX.",2,4,2,3,4,Creative,Graphic Designer
"Translator with expertise in prototyping, branding, wireframing.",2,3,3,3,4,Creative,Graphic Designer
"Social researcher with expertise in stakeholder management, risk management, Scrum.",1,1,1,4,3,Introverted,Project Manager
"Trade union research officer with expertise in statistics, predictive analytics, deep learning.",4,2,1,1,2,Openness,Data Scientist
"Technical author with expertise in statistics, machine learning, Power BI.",3,3,3,4,3,Openness,Data Analyst
"Publishing copy with expertise in SEO, analytics, campaigns.",4,2,4,4,4,Extraverted,Marketing Manager
"Glass blower/designer with expertise in data mining, predictive analytics, Python.",2,4,4,4,2,Openness,Data Scientist
"Conservation officer, historic buildings with expertise in data visualization, machine learning, Power BI.",2,4,2,1,1,Openness,Data Analyst
"Nurse, learning disability with expertise in analytics, branding, campaigns.",2,2,3,1,1,Extraverted,Marketing Manager
"Clinical cytogeneticist with expertise in APIs, DevOps, cloud computing.",3,4,2,4,3,Openness,Software Engineer
"Recruitment consultant with expertise in stakeholder management, Agile, risk management.",4,3,3,1,1,Introverted,Project Manager
"Radiographer, therapeutic with expertise in customer engagement, branding, analytics.",1,3,2,3,4,Extraverted,Marketing Manager
"Editor, magazine features with expertise in risk management, Scrum, Agile.",4,3,4,3,1,Introverted,Project Manager
"Recruitment consultant with expertise in Java, cloud computing, DevOps.",3,3,4,3,2,Openness,Software Engineer
"Facilities manager with expertise in HRIS, employee engagement, onboarding.",3,3,2,1,1,Extraverted,HR Manager
"Environmental health practitioner with expertise in risk assessment, incident response, network security.",2,1,3,1,3,Analytical,Cybersecurity Analyst
"Administrator with expertise in machine learning, SQL, data visualization.",4,3,4,3,4,Openness,Data Analyst
"Operational investment banker with expertise in UI/UX, prototyping, wireframing.",4,1,1,1,2,Creative,Graphic Designer
"Speech and language therapist with expertise in campaigns, branding, customer engagement.",4,4,3,4,4,Extraverted,Marketing Manager
"Museum/gallery conservator with expertise in statistics, SQL, machine learning.",2,2,2,1,1,Openness,Data Analyst
"Education officer, environmental with expertise in firewall, network security, incident response.",4,2,4,4,1,Analytical,Cybersecurity Analyst
"Retail merchandiser with expertise in statistics, data visualization, Power BI.",2,2,2,1,1,Openness,Data Analyst
"Music tutor with expertise in UI/UX, Adobe Creative Suite, wireframing.",3,4,2,1,3,Creative,Graphic Designer
"Advertising art director with expertise in predictive analytics, data mining, deep learning.",4,2,1,4,3,Openness,Data Scientist
"Designer, blown glass/stained glass with expertise in Python, DevOps, APIs.",2,2,4,4,3,Openness,Software Engineer
"Freight forwarder with expertise in talent acquisition, onboarding, employee engagement.",2,4,2,3,3,Extraverted,HR Manager
"Engineer, electrical with expertise in machine learning, SQL, statistics.",1,2,4,2,3,Openness,Data Analyst
"Planning and development surveyor with expertise in campaigns, branding, SEO.",3,2,1,2,3,Extraverted,Marketing Manager
"Corporate treasurer with expertise in Python, cloud computing, Java.",3,2,3,4,2,Openness,Software Engineer
"Accommodation manager with expertise in budgeting, financial models, risk management.",3,3,1,3,2,Analytical,Financial Analyst
"Psychologist, occupational with expertise in Power BI, statistics, data visualization.",1,3,1,1,1,Openness,Data Analyst
"Mental health nurse with expertise in statistics, Python, data mining.",2,3,1,2,2,Openness,Data Scientist
"Building control surveyor with expertise in SQL, Power BI, statistics.",2,2,4,3,3,Openness,Data Analyst
"Medical sales representative with expertise in Excel, risk management, financial models.",2,3,2,2,1,Analytical,Financial Analyst
"Academic librarian with expertise in APIs, DevOps, Java.",2,3,3,3,3,Openness,Software Engineer
"Surveyor, quantity with expertise in prototyping, Adobe Creative Suite, wireframing.",4,2,1,4,4,Creative,Graphic Designer
"Armed forces training and education officer with expertise in deep learning, predictive analytics, statistics.",1,2,3,1,2,Openness,Data Scientist
"Land/geomatics surveyor with expertise in risk management, budgeting, Scrum.",1,4,4,2,1,Introverted,Project Manager
"Camera operator with expertise in forecasting, Excel, financial models.",2,1,3,2,2,Analytical,Financial Analyst
"Higher education careers adviser with expertise in UI/UX, wireframing, Adobe Creative Suite.",3,3,1,2,2,Creative,Graphic Designer
"Therapist, occupational with expertise in predictive analytics, deep learning, statistics.",3,2,1,3,3,Openness,Data Scientist
"Clinical biochemist with expertise in analytics, SEO, customer engagement.",3,4,4,4,1,Extraverted,Marketing Manager
"Applications developer with expertise in statistics, Python, predictive analytics.",3,4,1,3,4,Openness,Data Scientist
"Data scientist with expertise in SEO, customer engagement, campaigns.",4,4,3,3,4,Extraverted,Marketing Manager
"Financial trader with expertise in firewall, network security, risk assessment.",4,2,4,2,3,Analytical,Cybersecurity Analyst
"Psychotherapist with expertise in SEO, campaigns, analytics.",2,1,3,4,3,Extraverted,Marketing Manager
"Tourist information centre manager with expertise in Scrum, risk management, stakeholder management.",3,2,1,2,2,Introverted,Project Manager
"Media planner with expertise in data mining, predictive analytics, statistics.",3,3,4,2,4,Openness,Data Scientist
"Lecturer, higher education with expertise in Adobe Creative Suite, branding, UI/UX.",4,2,3,2,4,Creative,Graphic Designer
"Publishing copy with expertise in statistics, predictive analytics, data mining.",2,4,2,3,3,Openness,Data Scientist
"Event organiser with expertise in deep learning, Python, predictive analytics.",3,2,4,4,4,Openness,Data Scientist
"Surveyor, planning and development with expertise in financial models, forecasting, risk management.",1,3,1,2,1,Analytical,Financial Analyst
"Animal nutritionist with expertise in wireframing, UI/UX, branding.",1,2,1,3,3,Creative,Graphic Designer
"Press sub with expertise in deep learning, predictive analytics, Python.",1,4,4,2,1,Openness,Data Scientist
"Food technologist with expertise in onboarding, benefits management, employee engagement.",2,3,1,4,2,Extraverted,HR Manager
"Make with expertise in incident response, network security, risk assessment.",2,4,3,3,4,Analytical,Cybersecurity Analyst
"Radio broadcast assistant with expertise in SEO, campaigns, analytics.",4,4,2,4,3,Extraverted,Marketing Manager
"Chief Executive Officer with expertise in analytics, SEO, customer engagement.",3,1,3,1,1,Extraverted,Marketing Manager
"Warden/ranger with expertise in SEO, branding, analytics.",3,3,1,4,2,Extraverted,Marketing Manager
"Clinical psychologist with expertise in network security, risk assessment, penetration testing.",3,4,4,2,2,Analytical,Cybersecurity Analyst
"Charity fundraiser with expertise in budgeting, Agile, stakeholder management.",3,1,2,1,1,Introverted,Project Manager
"Radiographer, diagnostic with expertise in talent acquisition, benefits management, onboarding.",3,4,4,2,4,Extraverted,HR Manager
"Clinical psychologist with expertise in incident response, network security, risk assessment.",4,3,2,2,3,Analytical,Cybersecurity Analyst
"Solicitor with expertise in HRIS, benefits management, talent acquisition.",1,2,3,2,3,Extraverted,HR Manager
"Engineer, civil (consulting) with expertise in cloud computing, DevOps, Python.",4,3,2,4,2,Openness,Software Engineer
"Call centre manager with expertise in machine learning, Power BI, SQL.",2,1,2,3,4,Openness,Data Analyst
"Occupational psychologist with expertise in financial models, Excel, budgeting.",4,3,4,1,2,Analytical,Financial Analyst
"Surveyor, planning and development with expertise in risk assessment, penetration testing, firewall.",4,1,3,2,1,Analytical,Cybersecurity Analyst
"Nurse, mental health with expertise in HRIS, talent acquisition, benefits management.",4,4,4,3,2,Extraverted,HR Manager
"Homeopath with expertise in risk management, forecasting, financial models.",2,4,3,1,2,Analytical,Financial Analyst
"Psychiatric nurse with expertise in Adobe Creative Suite, branding, prototyping.",3,1,1,4,4,Creative,Graphic Designer
"Copywriter, advertising with expertise in risk assessment, network security, penetration testing.",2,3,1,4,1,Analytical,Cybersecurity Analyst
"Manufacturing systems engineer with expertise in talent acquisition, HRIS, onboarding.",2,3,4,2,3,Extraverted,HR Manager
"Graphic designer with expertise in network security, incident response, firewall.",1,3,4,3,4,Analytical,Cybersecurity Analyst
"Advertising art director with expertise in APIs, Java, DevOps.",1,3,4,3,1,Openness,Software Engineer
"Nature conservation officer with expertise in data mining, Python, predictive analytics.",4,4,2,3,3,Openness,Data Scientist
"Furniture conservator/restorer with expertise in penetration testing, network security, risk assessment.",2,1,3,3,2,Analytical,Cybersecurity Analyst
"Research scientist (maths) with expertise in data visualization, Power BI, statistics.",4,3,3,1,3,Openness,Data Analyst
"Trade mark attorney with expertise in network security, incident response, firewall.",3,1,4,1,3,Analytical,Cybersecurity Analyst
"Television floor manager with expertise in cloud computing, APIs, Java.",2,1,4,1,1,Openness,Software Engineer
"International aid/development worker with expertise in APIs, cloud computing, DevOps.",1,1,3,4,4,Openness,Software Engineer
"Ophthalmologist with expertise in network security, firewall, incident response.",2,2,2,3,4,Analytical,Cybersecurity Analyst
"Actuary with expertise in customer engagement, SEO, analytics.",2,2,4,4,2,Extraverted,Marketing Manager
